Date,Number of patient,Treatment,Drug,Insurance avg Cost,Patient avg Cost
4/7/2016,164,T20,D77,200,512
4/7/2016,78,T39,D23,639,517
4/7/2016,116,T56,D21,749,800
4/7/2016,133,T56,D76,589,449
4/7/2016,123,T8,D46,619,573
4/7/2016,171,T18,D23,451,395
4/7/2016,95,T11,D93,444,349
4/7/2016,168,T3,D13,580,218
4/7/2016,85,T76,D10,491,773
4/7/2016,56,T72,D59,230,745
4/7/2016,98,T7,D56,786,418
4/7/2016,147,T1,D7,747,384
4/7/2016,3,T82,D26,231,503
4/7/2016,85,T51,D58,445,292
4/7/2016,5,T66,D9,605,768
4/7/2016,50,T38,D39,622,479
4/7/2016,20,T84,D20,372,635
4/7/2016,177,T61,D66,492,754
4/7/2016,195,T80,D79,272,298
4/7/2016,68,T28,D96,421,516
4/7/2016,22,T74,D86,715,268
4/7/2016,67,T15,D73,299,398
4/7/2016,198,T1,D24,395,736
4/7/2016,187,T20,D54,204,586
4/7/2016,158,T3,D82,704,542
4/7/2016,93,T69,D15,692,482
4/7/2016,164,T16,D99,229,676
4/7/2016,19,T9,D43,501,745
4/7/2016,177,T48,D71,773,508
4/7/2016,200,T86,D9,796,308
4/7/2016,157,T31,D84,481,733
4/7/2016,133,T16,D100,443,579
4/7/2016,33,T12,D85,374,348
4/7/2016,13,T41,D65,744,377
4/6/2016,192,T67,D47,363,617
4/6/2016,192,T3,D93,338,409
4/6/2016,108,T65,D89,650,283
4/6/2016,125,T34,D57,476,669
4/6/2016,11,T43,D3,205,746
4/6/2016,73,T74,D34,496,644
4/6/2016,198,T93,D2,703,257
4/6/2016,88,T22,D71,274,444
4/6/2016,37,T62,D68,545,418
4/6/2016,8,T56,D85,459,604
4/6/2016,189,T42,D19,211,673
4/6/2016,93,T67,D25,377,405
4/6/2016,54,T39,D28,350,312
4/6/2016,36,T35,D5,281,542
4/6/2016,78,T67,D24,411,506
4/6/2016,16,T57,D23,264,562
4/6/2016,24,T34,D25,291,548
4/6/2016,14,T7,D25,786,484
4/6/2016,152,T28,D27,644,318
4/6/2016,14,T65,D59,751,646
4/6/2016,148,T87,D27,295,432
4/6/2016,107,T11,D41,684,454
4/6/2016,24,T10,D50,786,751
4/6/2016,69,T14,D93,412,432
4/6/2016,125,T27,D85,421,374
4/6/2016,140,T74,D89,488,376
4/6/2016,34,T75,D39,456,327
4/6/2016,110,T4,D9,460,242
4/6/2016,131,T12,D82,495,299
4/6/2016,69,T98,D79,745,201
4/6/2016,96,T32,D11,315,793
4/6/2016,96,T45,D69,655,311
4/6/2016,25,T51,D25,645,796
4/6/2016,71,T45,D27,393,762
4/6/2016,182,T53,D66,433,351
4/6/2016,49,T28,D45,316,765
4/6/2016,132,T51,D72,288,714
4/6/2016,32,T47,D51,315,770
4/6/2016,47,T30,D2,690,652
4/6/2016,101,T87,D25,617,333
4/6/2016,24,T1,D2,659,629
4/6/2016,190,T79,D50,775,241
4/6/2016,48,T23,D50,543,690
4/6/2016,25,T47,D67,488,473
4/6/2016,82,T46,D53,509,288
4/6/2016,109,T21,D13,377,752
4/6/2016,164,T42,D52,315,508
4/6/2016,44,T18,D87,340,779
4/6/2016,145,T97,D11,527,547
4/6/2016,75,T27,D43,567,448
4/6/2016,59,T63,D22,234,208
4/6/2016,100,T90,D9,793,791
4/6/2016,142,T30,D66,629,232
4/6/2016,65,T58,D46,636,562
4/6/2016,102,T99,D74,416,527
4/6/2016,169,T74,D78,743,258
4/6/2016,164,T62,D42,395,674
4/6/2016,104,T35,D46,517,685
4/6/2016,20,T97,D66,665,381
4/6/2016,137,T52,D82,715,591
4/6/2016,163,T99,D88,229,582
4/6/2016,99,T51,D85,504,444
4/6/2016,63,T86,D52,245,327
4/6/2016,139,T18,D76,688,447
4/6/2016,51,T1,D31,767,378
4/6/2016,137,T1,D65,525,319
4/6/2016,116,T52,D3,231,735
4/6/2016,42,T96,D41,658,582
4/6/2016,70,T84,D29,337,497
4/6/2016,179,T33,D85,416,378
4/6/2016,44,T64,D11,362,247
4/6/2016,154,T65,D87,425,479
4/6/2016,170,T17,D91,735,791
4/6/2016,139,T44,D79,338,373
4/6/2016,137,T34,D23,380,499
4/6/2016,157,T24,D95,531,684
4/6/2016,3,T39,D43,221,494
4/6/2016,33,T71,D20,361,600
4/6/2016,31,T25,D35,511,436
4/6/2016,52,T86,D10,361,282
4/6/2016,116,T22,D74,590,325
4/6/2016,128,T34,D41,280,558
4/6/2016,60,T66,D92,486,730
4/6/2016,92,T11,D36,510,760
4/6/2016,119,T50,D56,485,648
4/6/2016,11,T90,D32,252,449
4/6/2016,103,T78,D31,226,206
4/6/2016,199,T93,D62,568,255
4/6/2016,186,T39,D34,441,502
4/6/2016,159,T7,D50,759,449
4/6/2016,102,T25,D17,406,227
4/6/2016,100,T14,D71,402,363
4/6/2016,24,T83,D39,778,679
4/6/2016,48,T5,D43,468,361
4/6/2016,29,T70,D98,316,765
4/6/2016,47,T5,D41,413,511
4/6/2016,74,T95,D38,695,530
4/6/2016,49,T46,D6,638,311
4/6/2016,84,T51,D97,351,452
4/6/2016,58,T18,D71,642,718
4/6/2016,35,T13,D7,317,493
4/6/2016,27,T73,D44,212,774
4/6/2016,64,T68,D98,302,442
4/6/2016,141,T97,D18,375,600
4/6/2016,192,T20,D70,574,631
4/6/2016,75,T100,D3,564,445
4/6/2016,59,T3,D71,259,617
4/6/2016,97,T29,D31,389,799
4/6/2016,63,T99,D69,585,307
4/6/2016,48,T77,D19,544,555
4/6/2016,164,T96,D56,593,508
4/6/2016,38,T98,D42,519,717
4/6/2016,24,T31,D11,508,646
4/5/2016,83,T91,D100,700,315
4/5/2016,7,T94,D37,458,670
4/5/2016,105,T66,D5,209,686
4/5/2016,87,T56,D32,390,420
4/5/2016,153,T72,D95,751,547
4/5/2016,129,T69,D92,709,752
4/5/2016,139,T93,D61,343,692
4/5/2016,27,T36,D14,791,259
4/5/2016,68,T37,D92,664,242
4/5/2016,1,T63,D79,657,463
4/5/2016,65,T58,D51,304,531
4/5/2016,57,T79,D89,497,269
4/5/2016,144,T92,D2,721,223
4/5/2016,79,T56,D1,619,500
4/5/2016,96,T1,D90,321,370
4/5/2016,169,T70,D79,724,390
4/5/2016,1,T24,D15,203,402
4/5/2016,197,T16,D98,748,752
4/5/2016,16,T97,D31,762,406
4/5/2016,125,T48,D52,711,756
4/5/2016,57,T53,D36,602,518
4/5/2016,106,T64,D69,774,356
4/5/2016,44,T81,D97,724,557
4/5/2016,70,T94,D83,563,584
4/5/2016,175,T2,D94,695,211
4/5/2016,172,T10,D48,635,755
4/5/2016,183,T85,D81,533,707
4/5/2016,142,T95,D11,413,211
4/5/2016,85,T47,D57,468,754
4/5/2016,196,T32,D22,680,658
4/5/2016,5,T74,D67,345,549
4/5/2016,13,T65,D50,543,516
4/5/2016,110,T90,D37,699,698
4/5/2016,120,T72,D97,510,456
4/5/2016,58,T87,D29,206,466
4/5/2016,171,T89,D27,573,619
4/5/2016,54,T85,D9,759,227
4/5/2016,200,T22,D43,516,333
4/5/2016,33,T18,D46,267,704
4/5/2016,32,T40,D39,297,506
4/5/2016,113,T32,D36,777,681
4/5/2016,190,T70,D60,339,613
4/5/2016,70,T71,D4,296,426
4/5/2016,108,T39,D10,240,767
4/5/2016,160,T3,D90,259,255
4/5/2016,98,T91,D31,738,722
4/5/2016,112,T60,D86,480,594
4/5/2016,179,T30,D36,225,667
4/5/2016,154,T49,D77,543,212
4/5/2016,3,T67,D81,209,313
4/5/2016,59,T79,D52,353,705
4/5/2016,5,T6,D66,470,627
4/5/2016,22,T52,D29,675,783
4/5/2016,129,T83,D65,503,415
4/5/2016,18,T69,D13,202,783
4/5/2016,23,T95,D57,318,506
4/5/2016,93,T40,D70,558,587
4/5/2016,25,T6,D15,246,644
4/5/2016,64,T20,D17,498,251
4/5/2016,139,T64,D35,276,560
4/5/2016,50,T65,D1,683,306
4/5/2016,151,T7,D31,589,228
4/5/2016,179,T33,D11,407,203
4/5/2016,63,T51,D55,627,324
4/5/2016,123,T14,D90,610,670
4/5/2016,15,T55,D49,414,293
4/5/2016,196,T71,D64,301,520
4/5/2016,119,T81,D49,725,322
4/5/2016,107,T70,D96,257,625
4/5/2016,178,T56,D22,368,766
4/5/2016,134,T57,D29,554,396
4/5/2016,116,T46,D20,415,712
4/5/2016,37,T83,D10,637,496
4/5/2016,70,T57,D59,589,565
4/5/2016,84,T78,D64,396,570
4/5/2016,4,T32,D49,654,706
4/5/2016,124,T19,D40,486,290
4/5/2016,185,T49,D62,339,791
4/5/2016,14,T40,D100,301,519
4/5/2016,145,T49,D51,223,552
4/5/2016,33,T28,D8,681,643
4/5/2016,70,T55,D3,462,511
4/5/2016,10,T14,D79,313,297
4/5/2016,31,T71,D74,706,561
4/5/2016,6,T94,D11,446,579
4/5/2016,121,T64,D89,652,210
4/5/2016,108,T85,D97,716,497
4/5/2016,181,T63,D69,409,458
4/5/2016,10,T64,D3,416,732
4/5/2016,174,T11,D92,721,350
4/5/2016,44,T30,D35,322,760
4/5/2016,136,T56,D25,577,592
4/5/2016,118,T94,D11,278,432
4/5/2016,175,T93,D35,631,562
4/4/2016,42,T70,D94,227,415
4/4/2016,80,T19,D41,404,665
4/4/2016,138,T46,D97,213,574
4/4/2016,45,T17,D66,557,233
4/4/2016,131,T91,D78,426,593
4/4/2016,61,T50,D11,649,404
4/4/2016,125,T94,D61,379,407
4/4/2016,78,T31,D69,708,409
4/4/2016,192,T37,D46,543,439
4/4/2016,143,T87,D87,218,311
4/4/2016,126,T50,D79,374,610
4/4/2016,195,T20,D93,361,457
4/4/2016,13,T63,D93,243,590
4/4/2016,85,T33,D63,754,632
4/4/2016,141,T18,D27,335,391
4/4/2016,23,T68,D98,648,754
4/4/2016,2,T70,D3,519,396
4/4/2016,63,T67,D11,218,245
4/4/2016,153,T8,D73,403,757
4/4/2016,183,T83,D55,368,657
4/4/2016,140,T67,D99,688,652
4/4/2016,53,T62,D38,464,705
4/4/2016,47,T7,D82,695,659
4/4/2016,21,T14,D32,531,583
4/4/2016,125,T53,D40,788,531
4/4/2016,167,T46,D32,485,290
4/4/2016,67,T97,D82,275,228
4/4/2016,198,T22,D3,792,263
4/4/2016,163,T47,D25,661,597
4/4/2016,158,T19,D64,267,297
4/4/2016,107,T14,D30,398,706
4/4/2016,25,T69,D60,723,400
4/4/2016,167,T50,D67,697,423
4/4/2016,14,T16,D30,792,596
4/4/2016,160,T72,D70,298,386
4/4/2016,133,T46,D88,292,590
4/4/2016,98,T98,D17,456,371
4/4/2016,70,T43,D28,718,242
4/4/2016,90,T45,D32,341,422
4/4/2016,176,T36,D51,242,730
4/4/2016,7,T48,D87,546,629
4/4/2016,25,T31,D1,747,484
4/4/2016,191,T33,D62,591,771
4/4/2016,25,T41,D94,629,696
4/4/2016,88,T84,D53,666,351
4/4/2016,5,T67,D100,754,475
4/4/2016,99,T76,D62,663,594
4/4/2016,171,T74,D88,416,288
4/4/2016,12,T4,D64,412,467
4/4/2016,54,T36,D76,523,604
4/4/2016,6,T13,D79,506,576
4/4/2016,154,T27,D35,763,586
4/4/2016,148,T86,D52,390,681
4/4/2016,193,T12,D17,720,444
4/4/2016,112,T71,D14,291,248
4/4/2016,108,T17,D54,747,590
4/4/2016,90,T90,D63,677,441
4/4/2016,22,T27,D56,717,479
4/4/2016,76,T79,D94,798,797
4/4/2016,10,T84,D18,536,438
4/4/2016,71,T63,D51,549,446
4/4/2016,98,T59,D79,558,393
4/4/2016,159,T48,D68,695,459
4/4/2016,133,T94,D60,475,286
4/4/2016,91,T83,D15,354,656
4/4/2016,112,T17,D70,499,605
4/4/2016,99,T64,D6,728,392
4/4/2016,80,T68,D94,258,532
4/4/2016,52,T69,D76,667,269
4/4/2016,153,T58,D62,458,476
4/4/2016,105,T40,D42,261,787
4/4/2016,196,T94,D45,373,363
4/4/2016,53,T95,D95,397,631
4/4/2016,187,T61,D59,210,502
4/4/2016,197,T50,D45,592,451
4/4/2016,77,T40,D68,573,254
4/4/2016,176,T12,D53,203,398
4/4/2016,115,T86,D89,678,637
4/4/2016,20,T79,D44,739,474
4/4/2016,57,T70,D92,644,484
4/4/2016,77,T10,D15,558,580
4/4/2016,140,T11,D74,598,564
4/4/2016,131,T89,D49,405,208
4/4/2016,88,T60,D71,632,363
4/4/2016,103,T68,D79,657,328
4/4/2016,53,T88,D60,791,719
4/4/2016,61,T35,D77,354,766
4/4/2016,182,T40,D77,718,677
4/4/2016,121,T95,D94,366,377
4/4/2016,99,T2,D96,399,227
4/4/2016,90,T7,D48,371,760
4/4/2016,138,T38,D21,604,649
4/4/2016,114,T68,D63,206,607
4/4/2016,143,T57,D60,616,345
4/4/2016,49,T3,D40,303,715
4/4/2016,81,T84,D21,424,614
4/4/2016,103,T47,D20,449,548
4/4/2016,134,T31,D24,598,644
4/4/2016,76,T37,D22,395,591
4/4/2016,73,T45,D12,794,557
4/4/2016,175,T65,D38,297,303
4/4/2016,119,T9,D27,293,503
4/4/2016,180,T95,D8,523,533
4/4/2016,145,T95,D22,477,512
4/4/2016,33,T58,D29,236,266
4/4/2016,22,T32,D59,439,523
4/4/2016,174,T70,D12,766,466
4/4/2016,19,T28,D79,211,341
4/3/2016,43,T97,D70,223,794
4/3/2016,158,T55,D75,431,452
4/3/2016,67,T32,D86,716,769
4/3/2016,138,T52,D12,368,683
4/3/2016,7,T31,D47,434,633
4/3/2016,135,T91,D77,581,678
4/3/2016,193,T83,D62,580,311
4/3/2016,124,T54,D20,581,429
4/3/2016,107,T3,D35,648,468
4/3/2016,144,T87,D5,264,361
4/3/2016,66,T18,D26,391,488
4/3/2016,116,T51,D93,288,734
4/3/2016,130,T55,D35,246,481
4/3/2016,125,T29,D20,735,346
4/3/2016,104,T33,D76,346,330
4/3/2016,33,T90,D61,575,648
4/3/2016,39,T93,D56,742,680
4/3/2016,191,T6,D88,374,546
4/3/2016,66,T70,D31,679,629
4/3/2016,7,T97,D22,358,667
4/3/2016,63,T42,D83,631,765
4/3/2016,118,T30,D9,247,760
4/3/2016,160,T40,D11,607,602
4/3/2016,142,T31,D26,228,570
4/3/2016,73,T5,D77,622,536
4/3/2016,58,T66,D13,373,516
4/3/2016,187,T70,D65,596,520
4/3/2016,68,T71,D71,397,555
4/3/2016,126,T37,D75,280,470
4/3/2016,134,T100,D12,773,408
4/3/2016,174,T92,D14,793,372
4/3/2016,101,T45,D13,791,567
4/3/2016,193,T31,D19,776,653
4/3/2016,112,T2,D91,613,689
4/3/2016,82,T47,D56,246,785
4/3/2016,102,T83,D82,682,446
4/3/2016,93,T39,D24,287,725
4/3/2016,10,T10,D61,514,464
4/3/2016,137,T93,D44,233,232
4/3/2016,1,T36,D76,693,288
4/3/2016,151,T50,D62,376,731
4/3/2016,171,T49,D83,642,492
4/3/2016,95,T56,D84,450,470
4/3/2016,171,T38,D46,762,422
4/3/2016,198,T65,D44,733,732
4/3/2016,164,T7,D1,455,511
4/3/2016,178,T60,D16,800,492
4/3/2016,79,T25,D17,657,370
4/3/2016,17,T93,D76,278,720
4/3/2016,117,T94,D41,346,365
4/3/2016,66,T7,D67,521,232
4/3/2016,118,T46,D6,465,321
4/3/2016,109,T73,D67,312,796
4/3/2016,34,T87,D33,703,679
4/3/2016,87,T37,D41,253,494
4/3/2016,168,T2,D62,361,617
4/3/2016,128,T9,D10,711,435
4/3/2016,11,T27,D24,453,398
4/3/2016,23,T10,D26,780,472
4/3/2016,46,T29,D11,462,448
4/3/2016,175,T74,D59,226,253
4/3/2016,5,T30,D1,336,376
4/3/2016,65,T50,D78,561,772
4/3/2016,19,T66,D37,600,306
4/3/2016,178,T78,D60,720,213
4/3/2016,19,T50,D6,672,647
4/3/2016,101,T13,D98,424,409
4/3/2016,130,T21,D25,789,572
4/3/2016,163,T13,D47,276,212
4/3/2016,182,T85,D35,655,594
4/3/2016,179,T32,D98,651,675
4/3/2016,106,T72,D27,413,729
4/3/2016,135,T57,D24,549,252
4/3/2016,185,T27,D78,716,481
4/3/2016,5,T67,D7,559,417
4/3/2016,157,T59,D45,792,439
4/3/2016,49,T49,D66,523,381
4/3/2016,107,T96,D67,375,647
4/3/2016,124,T94,D91,270,468
4/3/2016,87,T64,D100,609,451
4/3/2016,132,T31,D32,318,701
4/3/2016,193,T26,D30,334,271
4/3/2016,117,T8,D56,330,277
4/3/2016,119,T7,D15,526,230
4/3/2016,73,T98,D99,663,571
4/3/2016,145,T70,D42,255,522
4/3/2016,84,T39,D91,743,531
4/3/2016,119,T32,D82,487,519
4/3/2016,25,T7,D85,274,288
4/3/2016,21,T5,D24,367,538
4/3/2016,76,T12,D25,382,274
4/3/2016,69,T18,D86,203,511
4/3/2016,155,T1,D45,368,736
4/3/2016,45,T40,D2,748,578
4/3/2016,115,T4,D70,769,680
4/3/2016,48,T23,D82,738,549
4/3/2016,174,T66,D21,565,377
4/3/2016,98,T58,D94,277,404
4/3/2016,126,T49,D42,653,435
4/3/2016,1,T48,D77,418,775
4/3/2016,173,T66,D64,390,553
4/3/2016,112,T15,D17,267,702
4/3/2016,90,T16,D95,672,442
4/3/2016,159,T62,D5,548,620
4/3/2016,88,T53,D95,213,278
4/3/2016,113,T74,D72,755,603
4/2/2016,105,T9,D62,490,585
4/2/2016,1,T41,D55,664,571
4/2/2016,133,T89,D77,434,473
4/2/2016,60,T13,D12,334,750
4/2/2016,199,T23,D9,286,215
4/2/2016,187,T79,D44,307,652
4/2/2016,178,T11,D16,657,757
4/2/2016,43,T71,D83,735,292
4/2/2016,35,T86,D78,661,308
4/2/2016,173,T32,D14,497,672
4/2/2016,162,T9,D5,478,466
4/2/2016,123,T38,D1,784,619
4/2/2016,198,T28,D27,214,526
4/2/2016,34,T53,D9,403,326
4/2/2016,61,T50,D12,471,242
4/2/2016,86,T40,D72,377,599
4/2/2016,195,T96,D31,201,440
4/2/2016,92,T88,D14,492,245
4/2/2016,140,T12,D46,371,206
4/2/2016,124,T17,D90,545,683
4/2/2016,9,T54,D96,288,280
4/2/2016,165,T49,D8,581,563
4/2/2016,194,T61,D78,598,422
4/2/2016,193,T14,D4,489,771
4/2/2016,114,T10,D24,588,779
4/2/2016,135,T85,D52,382,359
4/2/2016,160,T83,D41,707,343
4/2/2016,151,T9,D97,392,579
4/2/2016,84,T33,D13,526,771
4/2/2016,60,T5,D76,756,207
4/2/2016,2,T61,D1,369,209
4/2/2016,48,T3,D28,370,695
4/2/2016,6,T60,D23,370,224
4/2/2016,88,T98,D73,538,628
4/2/2016,27,T24,D64,221,751
4/2/2016,189,T47,D79,433,530
4/2/2016,9,T79,D1,706,427
4/2/2016,138,T36,D63,478,203
4/2/2016,179,T98,D80,696,289
4/2/2016,152,T14,D29,349,800
4/2/2016,13,T81,D20,453,512
4/2/2016,54,T74,D89,575,223
4/2/2016,88,T36,D54,781,790
4/2/2016,26,T31,D85,277,423
4/2/2016,67,T99,D16,566,364
4/2/2016,28,T19,D80,771,513
4/2/2016,28,T3,D32,315,262
4/2/2016,192,T34,D48,588,412
4/2/2016,55,T19,D81,291,526
4/2/2016,38,T38,D1,487,631
4/2/2016,180,T89,D21,625,223
4/2/2016,24,T50,D94,350,725
4/2/2016,199,T15,D75,559,549
4/2/2016,81,T53,D59,451,710
4/2/2016,78,T46,D32,714,666
4/2/2016,8,T73,D18,497,361
4/2/2016,174,T75,D47,288,581
4/2/2016,84,T47,D47,404,623
4/2/2016,6,T74,D7,228,254
4/2/2016,90,T37,D97,730,217
4/2/2016,70,T3,D33,779,772
4/2/2016,63,T44,D49,685,489
4/2/2016,124,T18,D13,334,654
4/2/2016,183,T24,D59,349,203
4/2/2016,154,T70,D76,529,233
4/2/2016,43,T62,D87,469,550
4/2/2016,154,T91,D44,512,414
4/2/2016,24,T98,D81,421,454
4/2/2016,23,T63,D42,590,390
4/2/2016,83,T7,D9,772,278
4/2/2016,200,T98,D33,712,390
4/2/2016,79,T11,D80,735,645
4/2/2016,141,T28,D58,581,385
4/2/2016,29,T38,D84,413,413
4/2/2016,20,T36,D20,408,324
4/2/2016,165,T16,D44,318,405
4/2/2016,94,T98,D48,540,593
4/2/2016,41,T58,D33,483,517
4/2/2016,8,T46,D25,415,447
4/2/2016,134,T82,D16,335,409
4/2/2016,99,T7,D32,207,258
4/2/2016,34,T19,D14,637,245
4/2/2016,146,T24,D34,304,711
4/2/2016,141,T81,D68,597,635
4/2/2016,85,T25,D79,752,230
4/2/2016,157,T12,D40,334,650
4/2/2016,7,T45,D98,346,585
4/2/2016,30,T63,D67,313,580
4/2/2016,96,T43,D49,436,576
4/2/2016,178,T21,D52,608,689
4/2/2016,55,T7,D59,673,696
4/2/2016,49,T46,D20,611,797
4/2/2016,157,T80,D75,574,246
4/2/2016,31,T66,D78,624,261
4/2/2016,129,T65,D59,750,597
4/2/2016,116,T69,D5,499,290
4/2/2016,116,T14,D81,492,614
4/2/2016,174,T1,D42,516,786
4/2/2016,128,T95,D76,693,205
4/2/2016,13,T62,D89,222,373
4/2/2016,144,T71,D32,425,328
4/2/2016,136,T72,D40,594,496
4/2/2016,134,T10,D60,680,223
4/2/2016,26,T79,D93,539,358
4/2/2016,94,T42,D74,476,557
4/2/2016,97,T38,D80,441,720
4/2/2016,7,T84,D44,304,681
4/2/2016,137,T39,D86,532,310
4/2/2016,15,T53,D31,719,631
4/2/2016,162,T67,D16,556,251
4/2/2016,121,T64,D61,553,788
4/2/2016,169,T52,D88,759,681
4/2/2016,10,T52,D8,637,324
4/2/2016,173,T91,D98,575,625
4/2/2016,60,T10,D49,705,728
4/1/2016,66,T8,D57,671,437
4/1/2016,54,T4,D90,577,501
4/1/2016,19,T95,D8,391,549
4/1/2016,96,T84,D1,362,608
4/1/2016,162,T5,D4,396,346
4/1/2016,26,T1,D79,564,669
4/1/2016,135,T27,D16,557,538
4/1/2016,83,T50,D35,532,665
4/1/2016,97,T96,D98,368,772
4/1/2016,157,T62,D10,282,558
4/1/2016,130,T43,D5,736,386
4/1/2016,7,T29,D99,592,315
4/1/2016,33,T72,D47,699,331
4/1/2016,59,T84,D81,460,368
4/1/2016,52,T29,D23,612,474
4/1/2016,95,T23,D81,791,230
4/1/2016,93,T45,D36,401,516
4/1/2016,41,T21,D4,678,220
4/1/2016,192,T47,D1,492,468
4/1/2016,200,T32,D21,448,788
4/1/2016,103,T21,D87,312,596
4/1/2016,167,T37,D11,624,701
4/1/2016,48,T38,D33,296,300
4/1/2016,159,T52,D3,265,431
4/1/2016,144,T98,D67,473,393
4/1/2016,195,T15,D69,310,565
4/1/2016,81,T46,D20,383,344
4/1/2016,30,T4,D13,352,450
4/1/2016,190,T57,D34,308,569
4/1/2016,79,T32,D16,395,514
4/1/2016,183,T40,D92,368,661
4/1/2016,43,T90,D72,452,712
4/1/2016,79,T54,D89,638,388
4/1/2016,185,T53,D18,578,691
4/1/2016,184,T58,D67,777,500
4/1/2016,116,T83,D99,267,709
4/1/2016,160,T63,D70,715,424
4/1/2016,73,T66,D14,293,316
4/1/2016,42,T74,D70,733,484
4/1/2016,48,T97,D30,265,786
4/1/2016,61,T37,D58,412,312
4/1/2016,167,T66,D99,454,402
4/1/2016,168,T3,D27,780,307
4/1/2016,162,T84,D36,390,570
4/1/2016,3,T23,D50,319,627
4/1/2016,162,T6,D21,763,576
4/1/2016,135,T55,D28,587,604
4/1/2016,36,T52,D91,202,419
4/1/2016,124,T35,D4,268,381
4/1/2016,188,T72,D20,603,674
4/1/2016,177,T55,D92,573,522
4/1/2016,171,T87,D80,573,436
4/1/2016,61,T82,D25,274,352
4/1/2016,27,T4,D10,683,487
4/1/2016,115,T36,D18,523,411
4/1/2016,142,T74,D13,548,774
4/1/2016,189,T89,D79,335,233
4/1/2016,36,T42,D76,226,379
4/1/2016,25,T21,D29,641,441
4/1/2016,123,T93,D1,737,358
4/1/2016,130,T88,D88,679,502
4/1/2016,128,T97,D37,706,454
4/1/2016,17,T90,D17,554,380
4/1/2016,78,T36,D93,678,499
4/1/2016,130,T41,D24,472,586
4/1/2016,112,T43,D46,351,252
4/1/2016,31,T28,D97,691,784
4/1/2016,111,T80,D51,758,541
4/1/2016,44,T11,D39,792,552
4/1/2016,93,T4,D59,663,695
4/1/2016,107,T49,D37,355,375
4/1/2016,22,T78,D9,675,416
4/1/2016,80,T80,D1,558,696
4/1/2016,32,T39,D65,236,265
4/1/2016,5,T19,D46,216,616
4/1/2016,174,T62,D85,370,765
4/1/2016,136,T67,D31,722,221
4/1/2016,88,T74,D61,368,646
4/1/2016,11,T70,D61,640,273
4/1/2016,96,T66,D34,769,254
4/1/2016,9,T47,D57,259,370
4/1/2016,179,T94,D83,215,293
4/1/2016,141,T72,D23,777,752
4/1/2016,128,T54,D30,213,724
4/1/2016,13,T48,D39,789,599
4/1/2016,58,T66,D40,796,299
4/1/2016,95,T23,D94,709,224
4/1/2016,55,T79,D70,663,488
4/1/2016,44,T52,D83,615,429
4/1/2016,193,T76,D26,347,575
4/1/2016,155,T95,D3,458,635
4/1/2016,60,T22,D39,507,759
4/1/2016,107,T44,D26,626,369
4/1/2016,23,T66,D17,693,534
4/1/2016,91,T92,D91,694,720
4/1/2016,124,T63,D15,702,683
4/1/2016,41,T1,D28,277,772
4/1/2016,23,T89,D85,601,656
4/1/2016,178,T1,D70,775,375
4/1/2016,137,T44,D64,346,409
4/1/2016,69,T33,D37,312,547
4/1/2016,97,T84,D33,329,613
4/1/2016,60,T16,D45,624,694
4/1/2016,195,T89,D40,434,481
4/1/2016,191,T28,D54,224,525
4/1/2016,34,T15,D62,798,292
4/1/2016,18,T74,D23,518,380
4/1/2016,8,T65,D82,633,348
4/1/2016,75,T85,D65,469,311
3/31/2016,82,T98,D40,234,349
3/31/2016,176,T49,D29,747,373
3/31/2016,154,T64,D57,662,488
3/31/2016,193,T24,D100,696,595
3/31/2016,67,T79,D75,345,496
3/31/2016,69,T18,D78,394,595
3/31/2016,32,T36,D61,660,600
3/31/2016,16,T33,D60,676,453
3/31/2016,36,T91,D76,688,469
3/31/2016,91,T97,D6,751,383
3/31/2016,2,T61,D72,490,382
3/31/2016,167,T86,D18,698,383
3/31/2016,87,T1,D96,539,431
3/31/2016,45,T50,D8,226,616
3/31/2016,121,T87,D70,260,640
3/31/2016,54,T62,D65,537,490
3/31/2016,181,T60,D100,353,695
3/31/2016,127,T18,D93,644,503
3/31/2016,192,T90,D34,518,211
3/31/2016,95,T74,D62,490,627
3/31/2016,28,T65,D34,760,214
3/31/2016,63,T39,D25,269,457
3/31/2016,113,T80,D9,663,485
3/31/2016,43,T46,D81,620,698
3/31/2016,102,T99,D49,509,530
3/31/2016,157,T89,D10,366,615
3/31/2016,109,T42,D29,271,216
3/31/2016,33,T44,D56,580,519
3/31/2016,12,T16,D75,490,724
3/31/2016,38,T63,D41,415,242
3/31/2016,182,T88,D38,531,321
3/31/2016,5,T45,D1,755,581
3/31/2016,150,T52,D92,363,407
3/31/2016,75,T57,D78,368,796
3/31/2016,195,T17,D28,599,562
3/31/2016,83,T67,D7,278,447
3/31/2016,9,T51,D33,589,454
3/31/2016,67,T97,D73,251,376
3/31/2016,5,T72,D53,259,524
3/31/2016,140,T19,D18,788,638
3/31/2016,52,T30,D20,518,796
3/31/2016,98,T27,D19,439,540
3/31/2016,8,T79,D24,278,481
3/31/2016,138,T66,D58,603,604
3/31/2016,43,T93,D88,246,355
3/31/2016,61,T81,D80,285,679
3/31/2016,193,T46,D71,496,610
3/31/2016,37,T49,D49,562,529
3/31/2016,147,T83,D70,504,300
3/31/2016,124,T71,D40,320,715
3/31/2016,138,T13,D8,752,769
3/31/2016,177,T12,D57,436,491
3/31/2016,29,T43,D28,614,207
3/31/2016,158,T58,D30,436,710
3/31/2016,108,T57,D72,641,763
